Date,Site ID,POC,Daily Mean PM2.5 Concentration,Units,Daily AQI Value,Local Site Name,County FIPS Code,County,Site Latitude,Site Longitude
03/11/2025,261470005,1,4,ug/m3 LC,22,Port Huron,147,St. Clair,42.953336,-82.456229
03/12/2025,261470005,1,3.6,ug/m3 LC,20,Port Huron,147,St. Clair,42.953336,-82.456229
03/13/2025,261470005,1,10.7,ug/m3 LC,54,Port Huron,147,St. Clair,42.953336,-82.456229
03/14/2025,261470005,1,11.6,ug/m3 LC,56,Port Huron,147,St. Clair,42.953336,-82.456229
03/15/2025,261470005,1,9.5,ug/m3 LC,52,Port Huron,147,St. Clair,42.953336,-82.456229
03/16/2025,261470005,1,3.8,ug/m3 LC,21,Port Huron,147,St. Clair,42.953336,-82.456229
03/17/2025,261470005,1,2.4,ug/m3 LC,13,Port Huron,147,St. Clair,42.953336,-82.456229
03/18/2025,261470005,1,6,ug/m3 LC,33,Port Huron,147,St. Clair,42.953336,-82.456229
03/19/2025,261470005,1,9.3,ug/m3 LC,51,Port Huron,147,St. Clair,42.953336,-82.456229
03/20/2025,261470005,1,3.9,ug/m3 LC,22,Port Huron,147,St. Clair,42.953336,-82.456229
03/21/2025,261470005,1,4.4,ug/m3 LC,24,Port Huron,147,St. Clair,42.953336,-82.456229
03/22/2025,261470005,1,2.7,ug/m3 LC,15,Port Huron,147,St. Clair,42.953336,-82.456229
03/23/2025,261470005,1,3.6,ug/m3 LC,20,Port Huron,147,St. Clair,42.953336,-82.456229
03/24/2025,261470005,1,4.2,ug/m3 LC,23,Port Huron,147,St. Clair,42.953336,-82.456229
03/25/2025,261470005,1,2.5,ug/m3 LC,14,Port Huron,147,St. Clair,42.953336,-82.456229
03/26/2025,261470005,1,2.8,ug/m3 LC,16,Port Huron,147,St. Clair,42.953336,-82.456229
03/27/2025,261470005,1,7.9,ug/m3 LC,44,Port Huron,147,St. Clair,42.953336,-82.456229
03/28/2025,261470005,1,10.9,ug/m3 LC,54,Port Huron,147,St. Clair,42.953336,-82.456229
03/29/2025,261470005,1,8.1,ug/m3 LC,45,Port Huron,147,St. Clair,42.953336,-82.456229
03/30/2025,261470005,1,8.6,ug/m3 LC,48,Port Huron,147,St. Clair,42.953336,-82.456229
03/31/2025,261470005,1,3.2,ug/m3 LC,18,Port Huron,147,St. Clair,42.953336,-82.456229
04/01/2025,261470005,1,2.8,ug/m3 LC,16,Port Huron,147,St. Clair,42.953336,-82.456229
04/02/2025,261470005,1,4.6,ug/m3 LC,26,Port Huron,147,St. Clair,42.953336,-82.456229
04/03/2025,261470005,1,3.3,ug/m3 LC,18,Port Huron,147,St. Clair,42.953336,-82.456229
04/04/2025,261470005,1,2.7,ug/m3 LC,15,Port Huron,147,St. Clair,42.953336,-82.456229
04/05/2025,261470005,1,3.7,ug/m3 LC,21,Port Huron,147,St. Clair,42.953336,-82.456229
01/01/2025,261630001,1,3.1,ug/m3 LC,17,Allen Park,163,Wayne,42.228611,-83.208333
01/02/2025,261630001,1,4.7,ug/m3 LC,26,Allen Park,163,Wayne,42.228611,-83.208333
01/03/2025,261630001,1,4.2,ug/m3 LC,23,Allen Park,163,Wayne,42.228611,-83.208333
01/04/2025,261630001,1,2.3,ug/m3 LC,13,Allen Park,163,Wayne,42.228611,-83.208333
01/05/2025,261630001,1,4.3,ug/m3 LC,24,Allen Park,163,Wayne,42.228611,-83.208333
01/06/2025,261630001,1,3.2,ug/m3 LC,18,Allen Park,163,Wayne,42.228611,-83.208333
01/07/2025,261630001,1,2.1,ug/m3 LC,12,Allen Park,163,Wayne,42.228611,-83.208333
01/08/2025,261630001,1,2.3,ug/m3 LC,13,Allen Park,163,Wayne,42.228611,-83.208333
01/09/2025,261630001,1,5.9,ug/m3 LC,33,Allen Park,163,Wayne,42.228611,-83.208333
01/10/2025,261630001,1,20.2,ug/m3 LC,72,Allen Park,163,Wayne,42.228611,-83.208333
01/11/2025,261630001,1,15.3,ug/m3 LC,63,Allen Park,163,Wayne,42.228611,-83.208333
01/12/2025,261630001,1,14,ug/m3 LC,60,Allen Park,163,Wayne,42.228611,-83.208333
01/13/2025,261630001,1,7,ug/m3 LC,39,Allen Park,163,Wayne,42.228611,-83.208333
01/14/2025,261630001,1,6,ug/m3 LC,33,Allen Park,163,Wayne,42.228611,-83.208333
01/15/2025,261630001,1,6.8,ug/m3 LC,38,Allen Park,163,Wayne,42.228611,-83.208333
01/16/2025,261630001,1,14.9,ug/m3 LC,62,Allen Park,163,Wayne,42.228611,-83.208333
01/17/2025,261630001,1,9.7,ug/m3 LC,52,Allen Park,163,Wayne,42.228611,-83.208333
01/18/2025,261630001,1,4.9,ug/m3 LC,27,Allen Park,163,Wayne,42.228611,-83.208333
01/19/2025,261630001,1,2.9,ug/m3 LC,16,Allen Park,163,Wayne,42.228611,-83.208333
01/20/2025,261630001,1,3.6,ug/m3 LC,20,Allen Park,163,Wayne,42.228611,-83.208333
01/21/2025,261630001,1,5.3,ug/m3 LC,29,Allen Park,163,Wayne,42.228611,-83.208333
01/22/2025,261630001,1,6.4,ug/m3 LC,36,Allen Park,163,Wayne,42.228611,-83.208333
01/23/2025,261630001,1,8.1,ug/m3 LC,45,Allen Park,163,Wayne,42.228611,-83.208333
01/24/2025,261630001,1,8.8,ug/m3 LC,49,Allen Park,163,Wayne,42.228611,-83.208333
01/25/2025,261630001,1,10.6,ug/m3 LC,54,Allen Park,163,Wayne,42.228611,-83.208333
01/26/2025,261630001,1,5.4,ug/m3 LC,30,Allen Park,163,Wayne,42.228611,-83.208333
01/27/2025,261630001,1,5.8,ug/m3 LC,32,Allen Park,163,Wayne,42.228611,-83.208333
01/28/2025,261630001,1,4.3,ug/m3 LC,24,Allen Park,163,Wayne,42.228611,-83.208333
01/29/2025,261630001,1,3.5,ug/m3 LC,19,Allen Park,163,Wayne,42.228611,-83.208333
01/30/2025,261630001,1,6.5,ug/m3 LC,36,Allen Park,163,Wayne,42.228611,-83.208333
01/31/2025,261630001,1,9.1,ug/m3 LC,51,Allen Park,163,Wayne,42.228611,-83.208333
02/01/2025,261630001,1,2.9,ug/m3 LC,16,Allen Park,163,Wayne,42.228611,-83.208333
02/02/2025,261630001,1,10.7,ug/m3 LC,54,Allen Park,163,Wayne,42.228611,-83.208333
02/03/2025,261630001,1,17.3,ug/m3 LC,66,Allen Park,163,Wayne,42.228611,-83.208333
02/04/2025,261630001,1,3.7,ug/m3 LC,21,Allen Park,163,Wayne,42.228611,-83.208333
02/05/2025,261630001,1,3.4,ug/m3 LC,19,Allen Park,163,Wayne,42.228611,-83.208333
02/06/2025,261630001,1,6.9,ug/m3 LC,38,Allen Park,163,Wayne,42.228611,-83.208333
02/07/2025,261630001,1,5.7,ug/m3 LC,32,Allen Park,163,Wayne,42.228611,-83.208333
02/08/2025,261630001,1,10.2,ug/m3 LC,53,Allen Park,163,Wayne,42.228611,-83.208333
02/09/2025,261630001,1,8.1,ug/m3 LC,45,Allen Park,163,Wayne,42.228611,-83.208333
02/10/2025,261630001,1,9.7,ug/m3 LC,52,Allen Park,163,Wayne,42.228611,-83.208333
02/11/2025,261630001,1,11.1,ug/m3 LC,55,Allen Park,163,Wayne,42.228611,-83.208333
02/12/2025,261630001,1,10.8,ug/m3 LC,54,Allen Park,163,Wayne,42.228611,-83.208333
02/13/2025,261630001,1,6.4,ug/m3 LC,36,Allen Park,163,Wayne,42.228611,-83.208333
02/14/2025,261630001,1,12.6,ug/m3 LC,58,Allen Park,163,Wayne,42.228611,-83.208333
02/15/2025,261630001,1,17.2,ug/m3 LC,66,Allen Park,163,Wayne,42.228611,-83.208333
02/16/2025,261630001,1,7,ug/m3 LC,39,Allen Park,163,Wayne,42.228611,-83.208333
02/17/2025,261630001,1,4.1,ug/m3 LC,23,Allen Park,163,Wayne,42.228611,-83.208333
02/18/2025,261630001,1,6.3,ug/m3 LC,35,Allen Park,163,Wayne,42.228611,-83.208333
02/19/2025,261630001,1,5.4,ug/m3 LC,30,Allen Park,163,Wayne,42.228611,-83.208333
02/20/2025,261630001,1,5,ug/m3 LC,28,Allen Park,163,Wayne,42.228611,-83.208333
02/21/2025,261630001,1,5.6,ug/m3 LC,31,Allen Park,163,Wayne,42.228611,-83.208333
02/22/2025,261630001,1,13.2,ug/m3 LC,59,Allen Park,163,Wayne,42.228611,-83.208333
02/23/2025,261630001,1,14.2,ug/m3 LC,61,Allen Park,163,Wayne,42.228611,-83.208333
02/24/2025,261630001,1,11.8,ug/m3 LC,56,Allen Park,163,Wayne,42.228611,-83.208333
02/25/2025,261630001,1,7.1,ug/m3 LC,39,Allen Park,163,Wayne,42.228611,-83.208333
02/26/2025,261630001,1,9.5,ug/m3 LC,52,Allen Park,163,Wayne,42.228611,-83.208333
02/27/2025,261630001,1,11,ug/m3 LC,55,Allen Park,163,Wayne,42.228611,-83.208333
02/28/2025,261630001,1,4.4,ug/m3 LC,24,Allen Park,163,Wayne,42.228611,-83.208333
03/01/2025,261630001,1,2.3,ug/m3 LC,13,Allen Park,163,Wayne,42.228611,-83.208333
03/02/2025,261630001,1,4.2,ug/m3 LC,23,Allen Park,163,Wayne,42.228611,-83.208333
03/03/2025,261630001,1,10.4,ug/m3 LC,53,Allen Park,163,Wayne,42.228611,-83.208333
03/04/2025,261630001,1,9.4,ug/m3 LC,52,Allen Park,163,Wayne,42.228611,-83.208333
03/05/2025,261630001,1,4.4,ug/m3 LC,24,Allen Park,163,Wayne,42.228611,-83.208333
03/06/2025,261630001,1,1.8,ug/m3 LC,10,Allen Park,163,Wayne,42.228611,-83.208333
03/07/2025,261630001,1,5.2,ug/m3 LC,29,Allen Park,163,Wayne,42.228611,-83.208333
03/08/2025,261630001,1,3.5,ug/m3 LC,19,Allen Park,163,Wayne,42.228611,-83.208333
03/09/2025,261630001,1,4.6,ug/m3 LC,26,Allen Park,163,Wayne,42.228611,-83.208333
03/10/2025,261630001,1,5.5,ug/m3 LC,31,Allen Park,163,Wayne,42.228611,-83.208333
03/11/2025,261630001,1,4.8,ug/m3 LC,27,Allen Park,163,Wayne,42.228611,-83.208333
03/12/2025,261630001,1,2.8,ug/m3 LC,16,Allen Park,163,Wayne,42.228611,-83.208333
03/13/2025,261630001,1,6.9,ug/m3 LC,38,Allen Park,163,Wayne,42.228611,-83.208333
03/14/2025,261630001,1,9.9,ug/m3 LC,52,Allen Park,163,Wayne,42.228611,-83.208333
03/15/2025,261630001,1,6.8,ug/m3 LC,38,Allen Park,163,Wayne,42.228611,-83.208333
03/16/2025,261630001,1,3.4,ug/m3 LC,19,Allen Park,163,Wayne,42.228611,-83.208333
03/17/2025,261630001,1,3.3,ug/m3 LC,18,Allen Park,163,Wayne,42.228611,-83.208333
03/18/2025,261630001,1,5.1,ug/m3 LC,28,Allen Park,163,Wayne,42.228611,-83.208333
03/19/2025,261630001,1,7.2,ug/m3 LC,40,Allen Park,163,Wayne,42.228611,-83.208333
03/20/2025,261630001,1,3.4,ug/m3 LC,19,Allen Park,163,Wayne,42.228611,-83.208333
03/21/2025,261630001,1,4.2,ug/m3 LC,23,Allen Park,163,Wayne,42.228611,-83.208333
03/22/2025,261630001,1,2.9,ug/m3 LC,16,Allen Park,163,Wayne,42.228611,-83.208333
03/23/2025,261630001,1,4.1,ug/m3 LC,23,Allen Park,163,Wayne,42.228611,-83.208333
03/24/2025,261630001,1,4.9,ug/m3 LC,27,Allen Park,163,Wayne,42.228611,-83.208333
03/25/2025,261630001,1,3.2,ug/m3 LC,18,Allen Park,163,Wayne,42.228611,-83.208333
03/26/2025,261630001,1,3.2,ug/m3 LC,18,Allen Park,163,Wayne,42.228611,-83.208333
03/27/2025,261630001,1,7.6,ug/m3 LC,42,Allen Park,163,Wayne,42.228611,-83.208333
03/28/2025,261630001,1,9.6,ug/m3 LC,52,Allen Park,163,Wayne,42.228611,-83.208333
03/29/2025,261630001,1,9.6,ug/m3 LC,52,Allen Park,163,Wayne,42.228611,-83.208333
03/30/2025,261630001,1,7.7,ug/m3 LC,43,Allen Park,163,Wayne,42.228611,-83.208333
03/31/2025,261630001,1,2.3,ug/m3 LC,13,Allen Park,163,Wayne,42.228611,-83.208333
04/01/2025,261630001,1,3.2,ug/m3 LC,18,Allen Park,163,Wayne,42.228611,-83.208333
04/02/2025,261630001,1,4.8,ug/m3 LC,27,Allen Park,163,Wayne,42.228611,-83.208333
04/03/2025,261630001,1,3.6,ug/m3 LC,20,Allen Park,163,Wayne,42.228611,-83.208333
04/04/2025,261630001,1,3.4,ug/m3 LC,19,Allen Park,163,Wayne,42.228611,-83.208333
04/05/2025,261630001,1,3.7,ug/m3 LC,21,Allen Park,163,Wayne,42.228611,-83.208333
01/01/2025,261630015,2,3.2,ug/m3 LC,18,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
01/02/2025,261630015,2,5.3,ug/m3 LC,29,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
01/03/2025,261630015,2,4.7,ug/m3 LC,26,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
01/04/2025,261630015,2,2.7,ug/m3 LC,15,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
01/05/2025,261630015,2,4.5,ug/m3 LC,25,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
01/06/2025,261630015,2,3.5,ug/m3 LC,19,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
01/07/2025,261630015,2,3,ug/m3 LC,17,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
01/08/2025,261630015,2,3.6,ug/m3 LC,20,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
01/09/2025,261630015,2,6.2,ug/m3 LC,34,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
01/10/2025,261630015,2,24.3,ug/m3 LC,79,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
01/11/2025,261630015,2,17,ug/m3 LC,66,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
01/12/2025,261630015,2,15.2,ug/m3 LC,62,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
01/13/2025,261630015,2,7.9,ug/m3 LC,44,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
01/14/2025,261630015,2,6.5,ug/m3 LC,36,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
01/15/2025,261630015,2,7.5,ug/m3 LC,42,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
01/16/2025,261630015,2,16.9,ug/m3 LC,66,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
01/17/2025,261630015,2,12.7,ug/m3 LC,58,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
01/18/2025,261630015,2,6.3,ug/m3 LC,35,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
01/19/2025,261630015,2,3.3,ug/m3 LC,18,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
01/20/2025,261630015,2,4.3,ug/m3 LC,24,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
01/21/2025,261630015,2,5.9,ug/m3 LC,33,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
01/22/2025,261630015,2,9.8,ug/m3 LC,52,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
01/23/2025,261630015,2,9.4,ug/m3 LC,52,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
01/24/2025,261630015,2,9.5,ug/m3 LC,52,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
01/25/2025,261630015,2,12.8,ug/m3 LC,58,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
01/26/2025,261630015,2,5.7,ug/m3 LC,32,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
01/27/2025,261630015,2,6.8,ug/m3 LC,38,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
01/28/2025,261630015,2,5.1,ug/m3 LC,28,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
01/29/2025,261630015,2,4.2,ug/m3 LC,23,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
01/30/2025,261630015,2,9.9,ug/m3 LC,52,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
01/31/2025,261630015,2,11.4,ug/m3 LC,55,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
02/01/2025,261630015,2,3.2,ug/m3 LC,18,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
02/02/2025,261630015,2,11.1,ug/m3 LC,55,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
02/03/2025,261630015,2,19.7,ug/m3 LC,71,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
02/04/2025,261630015,2,4.8,ug/m3 LC,27,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
02/05/2025,261630015,2,4,ug/m3 LC,22,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
02/06/2025,261630015,2,7.8,ug/m3 LC,43,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
02/07/2025,261630015,2,6.8,ug/m3 LC,38,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
02/08/2025,261630015,2,10.9,ug/m3 LC,54,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
02/09/2025,261630015,2,8.5,ug/m3 LC,47,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
02/10/2025,261630015,2,10.1,ug/m3 LC,53,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
02/11/2025,261630015,2,11.1,ug/m3 LC,55,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
02/12/2025,261630015,2,11.1,ug/m3 LC,55,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
02/13/2025,261630015,2,6.8,ug/m3 LC,38,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
02/14/2025,261630015,2,14.8,ug/m3 LC,62,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
02/15/2025,261630015,2,18.7,ug/m3 LC,69,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
02/16/2025,261630015,2,7.8,ug/m3 LC,43,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
02/17/2025,261630015,2,3.8,ug/m3 LC,21,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
02/18/2025,261630015,2,5.4,ug/m3 LC,30,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
02/19/2025,261630015,2,5.7,ug/m3 LC,32,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
02/20/2025,261630015,2,5.4,ug/m3 LC,30,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
02/21/2025,261630015,2,5.8,ug/m3 LC,32,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
02/22/2025,261630015,2,15.7,ug/m3 LC,63,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
02/23/2025,261630015,2,17.2,ug/m3 LC,66,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
02/24/2025,261630015,2,16.8,ug/m3 LC,65,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
02/25/2025,261630015,2,10.2,ug/m3 LC,53,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
02/26/2025,261630015,2,10.6,ug/m3 LC,54,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
02/27/2025,261630015,2,11,ug/m3 LC,55,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
02/28/2025,261630015,2,6.9,ug/m3 LC,38,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
03/01/2025,261630015,2,3.3,ug/m3 LC,18,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
03/02/2025,261630015,2,4.7,ug/m3 LC,26,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
03/03/2025,261630015,2,14.7,ug/m3 LC,61,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
03/04/2025,261630015,2,11.2,ug/m3 LC,55,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
03/05/2025,261630015,2,6,ug/m3 LC,33,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
03/06/2025,261630015,2,2.6,ug/m3 LC,14,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
03/07/2025,261630015,2,6.7,ug/m3 LC,37,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
03/08/2025,261630015,2,4.2,ug/m3 LC,23,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
03/09/2025,261630015,2,5.4,ug/m3 LC,30,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
03/10/2025,261630015,2,15.1,ug/m3 LC,62,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
03/11/2025,261630015,2,7,ug/m3 LC,39,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
03/12/2025,261630015,2,3.9,ug/m3 LC,22,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
03/13/2025,261630015,2,7.4,ug/m3 LC,41,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
03/14/2025,261630015,2,12.5,ug/m3 LC,57,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
03/15/2025,261630015,2,10.6,ug/m3 LC,54,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
03/16/2025,261630015,2,4.2,ug/m3 LC,23,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
03/17/2025,261630015,2,5.3,ug/m3 LC,29,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
03/18/2025,261630015,2,12.9,ug/m3 LC,58,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
03/19/2025,261630015,2,17.4,ug/m3 LC,66,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
03/20/2025,261630015,2,4.5,ug/m3 LC,25,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
03/21/2025,261630015,2,5.7,ug/m3 LC,32,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
03/22/2025,261630015,2,3.4,ug/m3 LC,19,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
03/23/2025,261630015,2,4.5,ug/m3 LC,25,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
03/24/2025,261630015,2,5.7,ug/m3 LC,32,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
03/25/2025,261630015,2,3.9,ug/m3 LC,22,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
03/26/2025,261630015,2,3.7,ug/m3 LC,21,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
03/27/2025,261630015,2,10.7,ug/m3 LC,54,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
03/28/2025,261630015,2,13.5,ug/m3 LC,59,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
03/29/2025,261630015,2,11.9,ug/m3 LC,56,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
03/30/2025,261630015,2,11.2,ug/m3 LC,55,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
03/31/2025,261630015,2,3.7,ug/m3 LC,21,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
04/01/2025,261630015,2,3.4,ug/m3 LC,19,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
04/02/2025,261630015,2,5.4,ug/m3 LC,30,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
04/03/2025,261630015,2,4.3,ug/m3 LC,24,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
04/04/2025,261630015,2,3.8,ug/m3 LC,21,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
04/05/2025,261630015,2,4.4,ug/m3 LC,24,DETROIT-SOUTHWEST (DET-SW),163,Wayne,42.302778,-83.106667
01/01/2025,261630019,1,2.8,ug/m3 LC,16,East 7 Mile,163,Wayne,42.43084042,-83.00013754
01/02/2025,261630019,1,4.9,ug/m3 LC,27,East 7 Mile,163,Wayne,42.43084042,-83.00013754
01/03/2025,261630019,1,4.2,ug/m3 LC,23,East 7 Mile,163,Wayne,42.43084042,-83.00013754
01/04/2025,261630019,1,2.7,ug/m3 LC,15,East 7 Mile,163,Wayne,42.43084042,-83.00013754
01/05/2025,261630019,1,3.7,ug/m3 LC,21,East 7 Mile,163,Wayne,42.43084042,-83.00013754
01/06/2025,261630019,1,2.6,ug/m3 LC,14,East 7 Mile,163,Wayne,42.43084042,-83.00013754
01/07/2025,261630019,1,2.1,ug/m3 LC,12,East 7 Mile,163,Wayne,42.43084042,-83.00013754
01/08/2025,261630019,1,2.8,ug/m3 LC,16,East 7 Mile,163,Wayne,42.43084042,-83.00013754
01/09/2025,261630019,1,5.2,ug/m3 LC,29,East 7 Mile,163,Wayne,42.43084042,-83.00013754
01/10/2025,261630019,1,21.3,ug/m3 LC,74,East 7 Mile,163,Wayne,42.43084042,-83.00013754
01/11/2025,261630019,1,16,ug/m3 LC,64,East 7 Mile,163,Wayne,42.43084042,-83.00013754
01/12/2025,261630019,1,14.2,ug/m3 LC,61,East 7 Mile,163,Wayne,42.43084042,-83.00013754
01/13/2025,261630019,1,7.1,ug/m3 LC,39,East 7 Mile,163,Wayne,42.43084042,-83.00013754
01/14/2025,261630019,1,6.1,ug/m3 LC,34,East 7 Mile,163,Wayne,42.43084042,-83.00013754
01/15/2025,261630019,1,6.4,ug/m3 LC,36,East 7 Mile,163,Wayne,42.43084042,-83.00013754
01/16/2025,261630019,1,16.1,ug/m3 LC,64,East 7 Mile,163,Wayne,42.43084042,-83.00013754
01/17/2025,261630019,1,10.3,ug/m3 LC,53,East 7 Mile,163,Wayne,42.43084042,-83.00013754
01/18/2025,261630019,1,5.2,ug/m3 LC,29,East 7 Mile,163,Wayne,42.43084042,-83.00013754
01/19/2025,261630019,1,2.9,ug/m3 LC,16,East 7 Mile,163,Wayne,42.43084042,-83.00013754
01/20/2025,261630019,1,3.5,ug/m3 LC,19,East 7 Mile,163,Wayne,42.43084042,-83.00013754
01/21/2025,261630019,1,5,ug/m3 LC,28,East 7 Mile,163,Wayne,42.43084042,-83.00013754
01/22/2025,261630019,1,7,ug/m3 LC,39,East 7 Mile,163,Wayne,42.43084042,-83.00013754
